kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,0.881,0,0,0,0,289.864067,0.00121,-0.00121,133.69719,0.00214,-0.00214,0.856,0.043,-0.649,7.565,0.108,-0.108,529.1,10.5,-10.5,2.34,0.22,-0.23,257.0,,,1.03,0.26,-0.24,57.4,1.0,q1_q17_dr25_tce,5516.0,82.0,-74.0,4.446,0.104,-0.064,0.886,0.08,-0.089,19h16m52.20s,+47d53m04.1s,11.664,
5640085,K00448.02,Kepler-159 c,CONFIRMED,CANDIDATE,0.0,0,0,0,0,43.5859419,0.0001807,-0.0001807,194.6107,0.00278,-0.00278,0.011,0.417,-0.011,4.6814,0.0975,-0.0975,1708.7,46.8,-46.8,2.05,0.15,-0.17,275.0,,,1.35,0.33,-0.31,38.9,2.0,q1_q17_dr25_tce,3893.0,78.0,-85.0,4.758,0.04,-0.036,0.5,0.037,-0.041,19h48m16.84s,+40d52m07.6s,14.902,
5689351,K00505.05,Kepler-169 f,CONFIRMED,CANDIDATE,0.981,0,0,0,0,87.0912594,0.0004406,-0.0004406,187.31231,0.00434,-0.00434,0.845,0.005,-0.597,7.0,0.158,-0.158,1129.1,28.3,-28.3,2.95,0.18,-0.13,321.0,,,2.52,0.55,-0.39,41.8,2.0,q1_q17_dr25_tce,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,19h03m59.97s,+40d55m09.5s,14.194,
8845205,K00463.01,Kepler-560 b,CONFIRMED,CANDIDATE,0.001,0,0,0,0,18.47762694,1.563e-05,-1.563e-05,185.269061,0.000674,-0.000674,0.712,0.154,-0.488,1.94,0.0457,-0.0457,2604.6,39.7,-39.7,1.55,0.32,-0.29,267.0,,,1.21,0.72,-0.47,75.7,1.0,q1_q17_dr25_tce,3395.0,74.0,-67.0,4.97,0.072,-0.065,0.283,0.059,-0.053,20h00m49.46s,+45d01m05.3s,14.708,
8017703,K00518.03,Kepler-174 d,CONFIRMED,CANDIDATE,0.996,0,0,0,0,247.354914,0.001391,-0.001391,364.15832,0.00334,-0.00334,0.044,0.464,-0.044,8.677,0.157,-0.157,1291.8,26.9,-26.9,2.29,0.1,-0.13,212.0,,,0.48,0.09,-0.09,49.0,2.0,q1_q17_dr25_tce,4859.0,97.0,-97.0,4.615,0.049,-0.021,0.651,0.029,-0.036,19h09m45.40s,+43d49m55.5s,14.287,
8120608,K00571.04,Kepler-186 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,22.40777833,7.391e-05,-7.391e-05,153.79858,0.00259,-0.00259,0.147,0.291,-0.147,3.2881,0.0756,-0.0756,661.3,20.8,-20.8,1.15,0.1,-0.14,319.0,,,2.44,0.7,-0.71,33.9,4.0,q1_q17_dr25_tce,3751.0,75.0,-84.0,4.8,0.065,-0.035,0.443,0.04,-0.053,19h54m36.65s,+43d57m18.1s,14.625,
6508221,K00416.02,Kepler-152 c,CONFIRMED,CANDIDATE,0.766,0,0,0,0,88.2553729,0.0002107,-0.0002107,153.77974,0.00188,-0.00188,0.886,0.008,-0.627,4.539,0.134,-0.134,1132.2,22.4,-22.4,2.96,0.22,-0.12,326.0,,,2.67,0.65,-0.41,54.2,2.0,q1_q17_dr25_tce,5176.0,102.0,-102.0,4.612,0.016,-0.06,0.738,0.054,-0.031,19h07m27.72s,+41d59m20.7s,14.29,
9002278,K00701.03,Kepler-62 e,CONFIRMED,CANDIDATE,0.994,0,0,0,0,122.3858681,0.0005022,-0.0005022,150.41158,0.00317,-0.00317,0.101,0.353,-0.101,7.123,0.102,-0.102,711.1,15.6,-15.6,1.72,0.1,-0.07,269.0,,,1.24,0.27,-0.19,46.3,3.0,q1_q17_dr25_tce,4926.0,98.0,-98.0,4.653,0.017,-0.049,0.662,0.041,-0.027,18h52m51.06s,+45d20m59.5s,13.725,
1025986,K07621.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,275.07365,0.03928,-0.03928,315.2486,0.0939,-0.0939,0.595,0.34,-0.395,3.37,5.5,-5.5,228.9,43.0,-43.0,1.86,0.33,-0.36,303.0,,,2.0,0.92,-0.76,7.5,1.0,q1_q17_dr25_tce,5604.0,84.0,-67.0,4.226,0.208,-0.112,1.187,0.207,-0.23,19h24m08.09s,+36d46m15.8s,10.15,
9950612,K00719.03,Kepler-220 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,45.9029768,0.0001654,-0.0001654,166.55667,0.00283,-0.00283,0.303,0.135,-0.303,5.0041,0.0815,-0.0815,361.8,8.9,-8.9,1.18,0.05,-0.06,341.0,,,3.19,0.54,-0.53,42.9,2.0,q1_q17_dr25_tce,4499.0,89.0,-89.0,4.635,0.032,-0.02,0.639,0.025,-0.032,19h26m01.48s,+46d53m44.7s,13.177,
3937814,K04084.01,Kepler-1549 b,CONFIRMED,CANDIDATE,0.82,0,0,0,0,214.881456,0.003917,-0.003917,213.4044,0.0132,-0.0132,0.023,0.438,-0.023,9.581,0.404,-0.404,759.2,48.7,-48.7,2.68,0.29,-0.37,286.0,,,1.59,0.49,-0.47,16.1,1.0,q1_q17_dr25_tce,5323.0,79.0,-79.0,4.378,0.126,-0.084,0.995,0.111,-0.135,19h04m12.58s,+39d05m45.8s,15.188,
6106282,K04087.01,Kepler-440 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,101.1107014,0.0009529,-0.0009529,215.5204,0.00806,-0.00806,0.046,0.404,-0.046,8.029,0.21,-0.21,878.1,42.2,-42.2,1.61,0.1,-0.08,229.0,,,0.65,0.14,-0.11,24.1,1.0,q1_q17_dr25_tce,4133.0,74.0,-82.0,4.705,0.023,-0.033,0.561,0.033,-0.03,19h01m23.99s,+41d27m08.0s,15.134,
3747817,K04103.01,Kepler-1552 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,184.77271,0.002335,-0.002335,217.3573,0.0108,-0.0108,0.04,0.428,-0.04,9.568,0.287,-0.287,951.4,47.0,-47.0,2.41,0.22,-0.1,268.0,,,1.21,0.35,-0.18,21.0,1.0,q1_q17_dr25_tce,5273.0,105.0,-105.0,4.566,0.025,-0.07,0.801,0.072,-0.033,19h26m42.44s,+38d52m29.7s,14.838,
11415243,K04036.01,Kepler-1544 b,CONFIRMED,CANDIDATE,0.965,0,0,0,0,168.81133,0.002102,-0.002102,211.43982,0.00976,-0.00976,0.083,0.399,-0.083,6.582,0.36,-0.36,614.4,47.1,-47.1,1.69,0.1,-0.06,241.0,,,0.8,0.17,-0.12,15.3,1.0,q1_q17_dr25_tce,4798.0,95.0,-95.0,4.62,0.015,-0.045,0.707,0.043,-0.025,19h49m08.40s,+49d12m44.9s,14.061,
10360722,K04051.01,Kepler-1545 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,163.692336,0.001319,-0.001319,238.76817,0.00531,-0.00531,0.028,0.423,-0.028,6.853,0.189,-0.189,1138.0,60.7,-60.7,2.75,0.11,-0.21,274.0,,,1.34,0.21,-0.27,21.0,1.0,q1_q17_dr25_tce,4999.0,79.0,-79.0,4.49,0.077,-0.028,0.843,0.035,-0.065,19h55m35.70s,+47d27m47.1s,15.031,
6428794,K04054.01,Kepler-1701 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,169.135056,0.001553,-0.001553,201.8055,0.00854,-0.00854,0.754,0.164,-0.55,8.931,0.213,-0.213,640.7,30.2,-30.2,2.21,0.15,-0.12,273.0,,,1.31,0.3,-0.23,24.5,1.0,q1_q17_dr25_tce,5171.0,103.0,-103.0,4.545,0.045,-0.05,0.801,0.054,-0.043,19h06m26.13s,+41d53m21.6s,14.566,
9086154,K04060.01,,CANDIDATE,CANDIDATE,0.901,0,0,0,0,225.26213,0.004562,-0.004562,224.9887,0.0119,-0.0119,0.349,0.117,-0.349,14.459,0.446,-0.446,389.2,18.7,-18.7,2.36,0.37,-0.41,329.0,,,2.77,1.22,-1.02,24.6,1.0,q1_q17_dr25_tce,5799.0,105.0,-117.0,4.276,0.143,-0.117,1.191,0.186,-0.205,19h23m20.13s,+45d26m08.3s,13.841,
8120608,K00571.05,Kepler-186 f,CONFIRMED,CANDIDATE,0.677,0,0,0,0,129.945392,0.001556,-0.001556,176.82285,0.00882,-0.00882,0.909,0.04,-0.695,5.786,0.293,-0.293,500.1,40.4,-40.4,1.18,0.11,-0.14,177.0,,,0.23,0.07,-0.06,13.1,5.0,q1_q17_dr25_tce,3751.0,75.0,-84.0,4.8,0.065,-0.035,0.443,0.04,-0.053,19h54m36.65s,+43d57m18.1s,14.625,
8459663,K04356.01,Kepler-1593 b,CONFIRMED,CANDIDATE,0.976,0,0,0,0,174.510276,0.002148,-0.002148,201.47056,0.00966,-0.00966,0.024,0.413,-0.024,6.689,0.345,-0.345,1530.0,115.0,-115.0,1.74,0.14,-0.2,186.0,,,0.28,0.09,-0.09,14.8,1.0,q1_q17_dr25_tce,4367.0,124.0,-155.0,4.822,0.06,-0.054,0.452,0.038,-0.052,20h01m57.16s,+44d27m38.4s,15.873,
8240790,K04426.01,,CANDIDATE,CANDIDATE,,0,0,0,0,369.13236,0.02649,-0.02649,235.5195,0.0274,-0.0274,0.0824,0.3649,-0.0823,10.34,0.899,-0.899,215.9,26.9,-26.9,2.14,1.13,-0.55,328.0,,,2.73,4.33,-1.42,11.9,,,6282.0,167.0,-209.0,4.151,0.224,-0.268,1.449,0.762,-0.374,19h37m48.09s,+44d10m00.4s,13.665,
8463346,K02529.02,Kepler-436 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,64.0019669,0.0006215,-0.0006215,132.61779,0.00688,-0.00688,0.701,0.013,-0.526,4.724,0.231,-0.231,1112.5,83.9,-83.9,2.48,0.12,-0.11,322.0,,,2.55,0.44,-0.38,14.2,2.0,q1_q17_dr25_tce,4652.0,74.0,-83.0,4.617,0.02,-0.032,0.697,0.034,-0.03,20h06m52.98s,+44d24m43.4s,15.856,
4172805,K04427.01,,CANDIDATE,CANDIDATE,0.969,0,0,0,0,147.661729,0.001501,-0.001501,243.95262,0.00829,-0.00829,0.002,0.44,-0.002,6.207,0.323,-0.323,1087.8,93.9,-93.9,1.59,0.12,-0.14,176.0,,,0.23,0.06,-0.05,13.2,1.0,q1_q17_dr25_tce,3788.0,76.0,-84.0,4.774,0.036,-0.04,0.49,0.037,-0.041,19h40m28.13s,+39d16m26.7s,15.645,
6587002,K00612.03,Kepler-196 d,CONFIRMED,CANDIDATE,0.995,0,0,0,0,122.0804953,0.0005677,-0.0005677,155.02532,0.00401,-0.00401,0.957,0.005,-0.668,4.054,0.299,-0.299,799.9,37.2,-37.2,2.92,0.2,-0.15,297.0,,,1.83,0.44,-0.31,23.3,3.0,q1_q17_dr25_tce,5132.0,102.0,-102.0,4.571,0.032,-0.052,0.77,0.054,-0.04,18h59m52.44s,+42d04m45.1s,14.157,
9514372,K04242.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,145.786556,0.002417,-0.002417,215.0441,0.0135,-0.0135,0.133,0.333,-0.133,4.891,0.391,-0.391,378.0,32.6,-32.6,1.82,0.24,-0.15,331.0,,,2.84,1.05,-0.65,13.9,1.0,q1_q17_dr25_tce,5578.0,100.0,-111.0,4.44,0.081,-0.099,0.95,0.123,-0.082,19h02m38.41s,+46d08m36.5s,14.41,
8482059,K04247.01,,CANDIDATE,CANDIDATE,,0,0,0,0,349.41047,0.02589,-0.02589,241.4685,0.0474,-0.0474,0.2791,0.206,-0.2786,15.02,1.8,-1.8,652.8,83.4,-83.4,2.41,0.75,-0.19,253.0,,,0.97,0.88,-0.25,17.7,1.0,q1_q16_tce,5878.0,150.0,-191.0,4.512,0.032,-0.241,0.945,0.294,-0.077,19h03m24.76s,+44d34m20.0s,15.346,
2576962,K04333.01,,CANDIDATE,CANDIDATE,,0,0,0,0,309.25581,0.01495,-0.01495,136.2248,0.0224,-0.0224,0.2875,0.1631,-0.2875,10.72,1.0,-1.0,421.4,45.6,-45.6,2.18,1.04,-0.23,287.0,,,1.61,2.24,-0.48,9.9,,,6060.0,148.0,-196.0,4.419,0.063,-0.305,1.057,0.502,-0.11,19h26m48.12s,+37d50m37.4s,14.205,
5084171,K04202.01,Kepler-1567 b,CONFIRMED,CANDIDATE,0.949,0,0,0,0,153.979362,0.001726,-0.001726,165.491,0.0111,-0.0111,0.036,0.401,-0.036,9.028,0.277,-0.277,792.5,55.5,-55.5,2.53,0.77,-0.25,330.0,,,2.82,2.51,-0.8,16.1,1.0,q1_q17_dr25_tce,5858.0,159.0,-176.0,4.502,0.052,-0.195,0.903,0.274,-0.091,19h06m46.85s,+40d17m30.5s,15.672,
5977470,K04550.01,Kepler-1653 b,CONFIRMED,CANDIDATE,0.934,0,0,0,0,140.251943,0.001677,-0.001677,175.137,0.0103,-0.0103,0.323,0.139,-0.323,6.576,0.327,-0.327,567.7,54.8,-54.8,1.84,0.05,-0.12,271.0,,,1.28,0.17,-0.24,11.9,1.0,q1_q17_dr25_tce,4821.0,76.0,-86.0,4.529,0.064,-0.016,0.788,0.023,-0.051,19h45m49.86s,+41d15m57.7s,15.429,
11284772,K04622.01,Kepler-441 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,207.24785,0.002627,-0.002627,213.03458,0.0097,-0.0097,0.21,0.241,-0.21,6.159,0.348,-0.348,809.2,64.7,-64.7,1.56,0.09,-0.06,189.0,,,0.3,0.06,-0.05,13.2,1.0,q1_q17_dr25_tce,4339.0,78.0,-87.0,4.711,0.02,-0.032,0.553,0.031,-0.022,18h58m16.05s,+49d00m45.2s,15.142,
7820699,K04555.01,,CANDIDATE,CANDIDATE,,0,0,0,0,364.08733,0.02594,-0.02594,287.6056,0.048,-0.048,0.1702,0.2852,-0.1702,14.09,2.6,-2.6,372.0,60.5,-60.5,1.39,0.35,-0.11,211.0,,,0.47,0.37,-0.11,8.8,1.0,q1_q16_tce,5376.0,179.0,-142.0,4.601,0.035,-0.139,0.727,0.183,-0.055,19h24m52.90s,+43d34m27.4s,14.816,
9007151,K04583.01,,CANDIDATE,CANDIDATE,,0,0,0,0,330.906041,0.006806,-0.006806,253.8224,0.015,-0.015,0.005,0.4585,-0.005,3.846,0.627,-0.627,740.0,146.0,-146.0,2.05,0.52,-0.15,225.0,,,0.6,0.48,-0.13,7.3,,,5461.0,171.0,-140.0,4.589,0.03,-0.157,0.769,0.197,-0.057,19h02m40.42s,+45d22m29.2s,15.77,
7429240,K04450.01,Kepler-1606 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,196.436796,0.002543,-0.002543,173.692,0.0113,-0.0113,0.019,0.426,-0.019,8.556,0.371,-0.371,631.9,50.9,-50.9,2.33,0.28,-0.19,292.0,,,1.72,0.57,-0.36,14.4,1.0,q1_q17_dr25_tce,5462.0,82.0,-82.0,4.452,0.072,-0.096,0.946,0.115,-0.077,19h05m30.78s,+43d04m23.7s,15.139,
9947389,K04460.01,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,284.727213,0.008363,-0.008363,142.0923,0.023,-0.023,0.316,0.148,-0.316,10.299,0.942,-0.942,355.3,34.0,-34.0,2.02,0.3,-0.29,278.0,,,1.41,0.55,-0.44,12.7,1.0,q1_q17_dr25_tce,5497.0,82.0,-74.0,4.332,0.137,-0.1,1.08,0.158,-0.158,19h20m35.34s,+46d48m10.3s,14.636,
9447166,K03296.01,Kepler-1459 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,62.869463,0.001024,-0.001024,166.0137,0.0124,-0.0124,0.954,0.002,-0.671,6.842,0.299,-0.299,341.7,25.1,-25.1,1.96,0.06,-0.12,349.0,,,3.51,0.51,-0.59,16.2,1.0,q1_q17_dr25_tce,4762.0,85.0,-76.0,4.535,0.056,-0.016,0.781,0.026,-0.045,18h49m41.53s,+46d00m50.5s,14.591,
4742188,K07703.01,,CANDIDATE,CANDIDATE,0.255,0,0,0,0,413.51856,0.01904,-0.01904,374.3587,0.0287,-0.0287,0.019,0.451,-0.019,10.395,1.0,-1.0,391.1,59.3,-59.3,1.96,0.61,-0.22,254.0,,,0.98,0.92,-0.3,7.9,1.0,q1_q17_dr25_tce,6031.0,180.0,-198.0,4.45,0.07,-0.21,0.992,0.311,-0.111,19h21m32.93s,+39d49m47.8s,15.106,
9005321,K04848.01,,CANDIDATE,CANDIDATE,,0,0,0,0,384.6961,0.01226,-0.01226,365.0874,0.0142,-0.0142,0.5221,0.0034,-0.4765,6.167,0.611,-0.611,787.0,111.0,-111.0,1.78,0.12,-0.2,157.0,,,0.14,0.04,-0.04,8.2,,,4228.0,125.0,-139.0,4.64,0.057,-0.027,0.623,0.045,-0.067,18h59m04.23s,+45d20m28.4s,15.677,
4762283,K07706.01,,CANDIDATE,CANDIDATE,0.837,0,0,0,0,42.049523793,,,167.3423568,,,0.23,,,2.1372,,,607.9,,,1.19,0.08,-0.16,303.0,,,2.0,0.55,-0.68,5.1,1.0,q1_q17_dr25_tce,4281.0,115.0,-140.0,4.761,0.077,-0.033,0.48,0.034,-0.064,19h43m10.20s,+39d53m33.3s,15.263,
11497958,K01422.04,Kepler-296 f,CONFIRMED,CANDIDATE,0.927,0,0,0,0,63.3354719,0.000927,-0.000927,162.6161,0.0111,-0.0111,0.029,0.422,-0.029,3.651,0.251,-0.251,983.0,83.8,-83.8,1.18,0.15,-0.18,202.0,,,0.39,0.15,-0.13,13.0,5.0,q1_q17_dr25_tce,3526.0,71.0,-78.0,4.866,0.066,-0.044,0.383,0.048,-0.058,19h06m09.60s,+49d26m14.4s,15.921,
8874090,K01404.02,,CANDIDATE,CANDIDATE,0.955,0,0,0,0,18.9060921,0.0002361,-0.0002361,140.82932,0.00989,-0.00989,0.004,0.446,-0.004,4.125,0.315,-0.315,375.6,36.5,-36.5,0.87,0.16,-0.21,336.0,,,3.03,2.29,-1.67,11.9,2.0,q1_q17_dr25_tce,3751.0,219.0,-219.0,4.813,0.104,-0.085,0.45,0.082,-0.11,19h08m13.09s,+45d10m49.3s,15.931,
8183288,K03255.01,Kepler-437 b,CONFIRMED,CANDIDATE,0.955,0,0,0,0,66.6504521,0.0003951,-0.0003951,171.18229,0.00492,-0.00492,0.433,0.036,-0.433,5.744,0.153,-0.153,536.9,22.7,-22.7,1.56,0.07,-0.07,308.0,,,2.14,0.38,-0.3,27.1,1.0,q1_q17_dr25_tce,4550.0,81.0,-81.0,4.627,0.02,-0.03,0.679,0.033,-0.027,19h49m23.37s,+44d01m37.0s,14.352,
5097856,K07716.01,,CANDIDATE,CANDIDATE,0.23,0,0,0,0,483.36405,0.04975,-0.04975,483.0784,0.0593,-0.0593,0.614,0.049,-0.468,15.61,2.0,-2.0,285.4,40.9,-40.9,1.27,0.25,-0.1,202.0,,,0.39,0.24,-0.09,8.3,1.0,q1_q17_dr25_tce,5700.0,171.0,-153.0,4.626,0.032,-0.128,0.718,0.143,-0.054,19h25m28.96s,+40d12m57.8s,14.861,
11804437,K04878.01,,CANDIDATE,CANDIDATE,,0,0,0,0,449.01499,0.02055,-0.02055,144.707,0.0265,-0.0265,0.2182,0.2153,-0.2181,12.58,1.0,-1.0,94.2,13.1,-13.1,1.04,0.38,-0.14,258.0,,,1.04,1.1,-0.34,8.5,1.0,q1_q16_tce,6031.0,143.0,-168.0,4.368,0.106,-0.251,1.068,0.389,-0.145,19h04m54.75s,+50d00m48.9s,12.291,
8826007,K03266.01,Kepler-1450 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,54.5091549,0.0005671,-0.0005671,140.82739,0.00778,-0.00778,0.94,0.008,-0.703,5.125,0.179,-0.179,622.2,42.2,-42.2,1.94,0.18,-0.16,308.0,,,2.13,0.69,-0.54,17.0,1.0,q1_q17_dr25_tce,4406.0,118.0,-131.0,4.67,0.036,-0.04,0.603,0.056,-0.05,19h38m12.92s,+45d04m53.0s,15.498,
4138008,K04742.01,Kepler-442 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,112.303136,0.001722,-0.001722,230.4383,0.0125,-0.0125,0.248,0.191,-0.248,5.869,0.362,-0.362,502.1,44.1,-44.1,1.3,0.07,-0.05,241.0,,,0.79,0.15,-0.11,13.1,1.0,q1_q17_dr25_tce,4401.0,78.0,-78.0,4.677,0.017,-0.027,0.595,0.03,-0.024,19h01m27.98s,+39d16m48.3s,14.976,
11757451,K04745.01,Kepler-443 b,CONFIRMED,CANDIDATE,0.877,0,0,0,0,177.668663,0.003315,-0.003315,264.2428,0.0134,-0.0134,0.772,0.175,-0.53,9.298,0.463,-0.463,901.4,81.0,-81.0,2.32,0.13,-0.09,233.0,,,0.7,0.13,-0.1,12.7,1.0,q1_q17_dr25_tce,4721.0,75.0,-85.0,4.615,0.021,-0.036,0.701,0.039,-0.029,19h14m26.53s,+49d58m07.1s,15.891,
12066569,K03282.01,Kepler-1455 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,49.2768448,0.0003357,-0.0003357,157.02073,0.00515,-0.00515,0.022,0.419,-0.022,3.787,0.171,-0.171,1132.9,73.0,-73.0,1.75,0.09,-0.13,271.0,,,1.28,0.26,-0.26,17.8,1.0,q1_q17_dr25_tce,3899.0,78.0,-78.0,4.713,0.039,-0.021,0.529,0.028,-0.038,19h36m19.94s,+50d30m10.0s,15.855,
6497146,K03284.01,Kepler-438 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,35.2330694,0.0002705,-0.0002705,135.36477,0.00637,-0.00637,0.139,0.323,-0.139,3.674,0.215,-0.215,352.8,27.5,-27.5,0.97,0.06,-0.07,288.0,,,1.62,0.37,-0.34,14.5,1.0,q1_q17_dr25_tce,3749.0,75.0,-84.0,4.743,0.033,-0.033,0.524,0.033,-0.037,18h46m34.99s,+41d57m03.9s,14.467,
10065053,K04898.01,,CANDIDATE,CANDIDATE,,0,0,0,0,409.87844,0.0233,-0.0233,238.9944,0.0414,-0.0414,0.177,0.2649,-0.1769,10.58,1.6,-1.6,647.1,90.5,-90.5,2.72,1.33,-0.25,264.0,,,1.15,1.69,-0.32,8.7,1.0,q1_q16_tce,6167.0,168.0,-202.0,4.444,0.043,-0.309,1.064,0.523,-0.098,19h09m23.75s,+47d03m39.5s,15.731,
10000162,K04902.01,,CANDIDATE,CANDIDATE,,0,0,0,0,409.38645,0.02907,-0.02907,340.621,0.037,-0.037,0.0706,0.3801,-0.0705,13.78,1.7,-1.7,531.5,83.7,-83.7,1.78,0.57,-0.16,197.0,,,0.35,0.35,-0.09,10.3,1.0,q1_q16_tce,4955.0,171.0,-136.0,4.517,0.065,-0.68,0.799,0.255,-0.071,19h05m20.51s,+46d55m04.2s,15.149,
4940203,K07711.01,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,302.779824,0.009594,-0.009594,355.5989,0.0268,-0.0268,0.001,0.44,-0.001,16.847,0.721,-0.721,270.9,25.2,-25.2,1.31,0.34,-0.12,246.0,,,0.87,0.66,-0.22,12.3,1.0,q1_q17_dr25_tce,5734.0,154.0,-154.0,4.572,0.042,-0.168,0.797,0.207,-0.069,19h43m56.17s,+40d02m37.0s,14.16,
5881307,K07746.01,,CANDIDATE,CANDIDATE,0.708,0,0,0,0,393.95608,0.01994,-0.01994,388.3294,0.0243,-0.0243,0.614,0.36,-0.391,13.89,1.1,-1.1,482.2,53.5,-53.5,2.27,0.69,-0.24,263.0,,,1.14,1.05,-0.37,10.3,1.0,q1_q17_dr25_tce,6217.0,197.0,-241.0,4.472,0.062,-0.2,0.989,0.299,-0.107,19h33m31.32s,+41d09m06.8s,15.622,
7288306,K03443.01,Kepler-1503 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,96.169569,0.001086,-0.001086,170.2581,0.00954,-0.00954,0.049,0.411,-0.049,7.496,0.275,-0.275,894.5,52.0,-52.0,2.07,0.33,-0.14,321.0,,,2.52,1.3,-0.58,20.0,1.0,q1_q17_dr25_tce,5340.0,160.0,-160.0,4.633,0.036,-0.09,0.702,0.112,-0.048,19h34m54.52s,+42d48m24.3s,15.796,
5888187,K07749.01,,CANDIDATE,CANDIDATE,0.656,0,0,0,0,133.6348207,0.0009309,-0.0009309,236.35163,0.00519,-0.00519,0.438,0.535,-0.232,1.584,0.2,-0.2,420.9,49.0,-49.0,1.89,0.12,-0.19,317.0,,,2.38,0.48,-0.57,10.8,1.0,q1_q17_dr25_tce,5202.0,83.0,-73.0,4.434,0.104,-0.048,0.918,0.058,-0.094,19h41m05.52s,+41d10m05.8s,13.623,
9452897,K03391.01,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,36.7662364,0.0004327,-0.0004327,157.14332,0.00999,-0.00999,0.164,0.287,-0.164,3.305,0.329,-0.329,579.5,55.5,-55.5,1.28,0.1,-0.13,336.0,,,3.02,0.9,-0.88,12.6,1.0,q1_q17_dr25_tce,4342.0,117.0,-143.0,4.699,0.063,-0.031,0.54,0.044,-0.054,19h03m22.53s,+46d00m57.3s,15.903,
7131760,K03407.01,Kepler-1490 b,CONFIRMED,CANDIDATE,0.943,0,0,0,0,92.436978,0.001035,-0.001035,163.5794,0.0108,-0.0108,0.943,0.025,-0.659,6.432,0.302,-0.302,955.2,60.4,-60.4,2.89,0.59,-0.25,348.0,,,3.46,2.16,-0.9,17.8,1.0,q1_q17_dr25_tce,5595.0,167.0,-167.0,4.606,0.034,-0.127,0.741,0.149,-0.064,19h42m46.46s,+42d36m34.2s,15.449,
8424002,K03497.01,Kepler-1512 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.35971899,5.479e-05,-5.479e-05,134.29123,0.00218,-0.00218,0.925,0.005,-0.693,2.1521,0.0621,-0.0621,345.7,15.2,-15.2,0.8,0.12,-0.16,276.0,,,1.38,0.58,-0.58,26.8,1.0,q1_q17_dr25_tce,3419.0,67.0,-76.0,4.904,0.084,-0.052,0.344,0.051,-0.07,19h17m05.88s,+44d28m13.2s,13.393,
7102316,K02028.03,Kepler-351 d,CONFIRMED,CANDIDATE,0.985,0,0,0,0,142.545,0.002746,-0.002746,202.88,0.012,-0.012,0.015,0.451,-0.015,8.75,0.426,-0.426,905.4,68.1,-68.1,2.52,0.69,-0.23,318.0,,,2.42,2.01,-0.65,13.7,3.0,q1_q17_dr25_tce,5642.0,169.0,-169.0,4.542,0.044,-0.176,0.846,0.233,-0.078,19h05m48.65s,+42d39m28.4s,15.99,
8505920,K02094.02,Kepler-1090 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,198.680859,0.002424,-0.002424,270.66535,0.00821,-0.00821,0.746,0.044,-0.519,8.282,0.258,-0.258,645.4,40.7,-40.7,2.79,0.45,-0.36,297.0,,,1.83,0.78,-0.53,16.6,2.0,q1_q17_dr25_tce,5330.0,79.0,-79.0,4.366,0.137,-0.125,1.013,0.162,-0.133,19h42m39.09s,+44d31m33.0s,15.001,
