kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_joined
8240790,00000000000000000000000000000000fc97751daf501c3a47f834ddb469ed99,,CANDIDATE,CANDIDATE,,369.13236,0.02649,-0.02649,235.5195,0.0274,-0.0274,0.0824,0.3649,-0.0823,10.34,0.899,-0.899,215.9,26.9,-26.9,2.14,1.13,-0.55,328.0,2.73,4.33,-1.42,11.9,,,6282.0,167.0,-209.0,4.151,0.224,-0.268,1.449,0.762,-0.374,19h37m48.09s,+44d10m00.4s,13.665,"CANDIDATE,CANDIDATE"
2576962,00000000000000000000000000000000d7b5e962e5c43de6e1a31d9dd7972108,,CANDIDATE,CANDIDATE,,309.25581,0.01495,-0.01495,136.2248,0.0224,-0.0224,0.2875,0.1631,-0.2875,10.72,1.0,-1.0,421.4,45.6,-45.6,2.18,1.04,-0.23,287.0,1.61,2.24,-0.48,9.9,,,6060.0,148.0,-196.0,4.419,0.063,-0.305,1.057,0.502,-0.11,19h26m48.12s,+37d50m37.4s,14.205,"CANDIDATE,CANDIDATE"
9007151,00000000000000000000000000000000c799537ceba4ce89a5c1f864fe6188be,,CANDIDATE,CANDIDATE,,330.906041,0.006806,-0.006806,253.8224,0.015,-0.015,0.005,0.4585,-0.005,3.846,0.627,-0.627,740.0,146.0,-146.0,2.05,0.52,-0.15,225.0,0.6,0.48,-0.13,7.3,,,5461.0,171.0,-140.0,4.589,0.03,-0.157,0.769,0.197,-0.057,19h02m40.42s,+45d22m29.2s,15.77,"CANDIDATE,CANDIDATE"
9005321,00000000000000000000000000000000e3cd701f550ae576d24028508c0b6f32,,CANDIDATE,CANDIDATE,,384.6961,0.01226,-0.01226,365.0874,0.0142,-0.0142,0.5221,0.0034,-0.4765,6.167,0.611,-0.611,787.0,111.0,-111.0,1.78,0.12,-0.2,157.0,0.14,0.04,-0.04,8.2,,,4228.0,125.0,-139.0,4.64,0.057,-0.027,0.623,0.045,-0.067,18h59m04.23s,+45d20m28.4s,15.677,"CANDIDATE,CANDIDATE"
8482059,00000000000000000000000000000000b487e2c46a2400ee404b099a6c1f59c5,,CANDIDATE,CANDIDATE,,349.41047,0.02589,-0.02589,241.4685,0.0474,-0.0474,0.2791,0.206,-0.2786,15.02,1.8,-1.8,652.8,83.4,-83.4,2.41,0.75,-0.19,253.0,0.97,0.88,-0.25,17.7,1.0,q1_q16_tce,5878.0,150.0,-191.0,4.512,0.032,-0.241,0.945,0.294,-0.077,19h03m24.76s,+44d34m20.0s,15.346,"CANDIDATE,CANDIDATE"
7820699,00000000000000000000000000000000b5095597825c48af6603da38db8ca8da,,CANDIDATE,CANDIDATE,,364.08733,0.02594,-0.02594,287.6056,0.048,-0.048,0.1702,0.2852,-0.1702,14.09,2.6,-2.6,372.0,60.5,-60.5,1.39,0.35,-0.11,211.0,0.47,0.37,-0.11,8.8,1.0,q1_q16_tce,5376.0,179.0,-142.0,4.601,0.035,-0.139,0.727,0.183,-0.055,19h24m52.90s,+43d34m27.4s,14.816,"CANDIDATE,CANDIDATE"
11804437,00000000000000000000000000000000010f6e84e74a15cce6b238be009ceaa6,,CANDIDATE,CANDIDATE,,449.01499,0.02055,-0.02055,144.707,0.0265,-0.0265,0.2182,0.2153,-0.2181,12.58,1.0,-1.0,94.2,13.1,-13.1,1.04,0.38,-0.14,258.0,1.04,1.1,-0.34,8.5,1.0,q1_q16_tce,6031.0,143.0,-168.0,4.368,0.106,-0.251,1.068,0.389,-0.145,19h04m54.75s,+50d00m48.9s,12.291,"CANDIDATE,CANDIDATE"
10065053,00000000000000000000000000000000376303a3576a7a934c6afbeae469ba63,,CANDIDATE,CANDIDATE,,409.87844,0.0233,-0.0233,238.9944,0.0414,-0.0414,0.177,0.2649,-0.1769,10.58,1.6,-1.6,647.1,90.5,-90.5,2.72,1.33,-0.25,264.0,1.15,1.69,-0.32,8.7,1.0,q1_q16_tce,6167.0,168.0,-202.0,4.444,0.043,-0.309,1.064,0.523,-0.098,19h09m23.75s,+47d03m39.5s,15.731,"CANDIDATE,CANDIDATE"
10000162,000000000000000000000000000000002bf99f4c00b50d55f774cb16120c0eac,,CANDIDATE,CANDIDATE,,409.38645,0.02907,-0.02907,340.621,0.037,-0.037,0.0706,0.3801,-0.0705,13.78,1.7,-1.7,531.5,83.7,-83.7,1.78,0.57,-0.16,197.0,0.35,0.35,-0.09,10.3,1.0,q1_q16_tce,4955.0,171.0,-136.0,4.517,0.065,-0.68,0.799,0.255,-0.071,19h05m20.51s,+46d55m04.2s,15.149,"CANDIDATE,CANDIDATE"
3968809,00000000000000000000000000000000b35c02e18f596dc455c2cd06d4fbb145,,CANDIDATE,CANDIDATE,,411.8969,0.01427,-0.01427,379.0087,0.0151,-0.0151,0.4026,0.0322,-0.4026,6.203,0.673,-0.673,502.8,64.4,-64.4,2.61,1.3,-0.3,279.0,1.43,2.1,-0.48,8.5,1.0,q1_q16_tce,6362.0,154.0,-247.0,4.408,0.058,-0.3,1.144,0.569,-0.135,19h40m45.29s,+39d01m07.1s,14.452,"CANDIDATE,CANDIDATE"
5436455,00000000000000000000000000000000aed6fdb62e9f9c4c6c777aa555984b83,,CANDIDATE,CANDIDATE,,209.967521,0.003005,-0.003005,241.95921,0.00876,-0.00876,0.2723,0.201,-0.2722,2.585,0.342,-0.342,120.0,20.2,-20.2,1.16,0.55,-0.11,344.0,3.29,4.61,-0.89,7.1,1.0,q1_q16_tce,6437.0,148.0,-198.0,4.439,0.049,-0.312,1.042,0.5,-0.096,19h11m29.82s,+40d37m49.5s,12.489,"CANDIDATE,CANDIDATE"
5439000,000000000000000000000000000000004bf81af0ce5b547fc3cbd9123286cf8d,,CANDIDATE,CANDIDATE,,369.73011,0.02032,-0.02032,246.29,0.0404,-0.0404,0.1236,0.3231,-0.1235,14.27,3.9,-3.9,274.8,81.3,-81.3,1.66,0.74,-0.15,274.0,1.34,1.74,-0.37,9.6,1.0,q1_q16_tce,6283.0,161.0,-195.0,4.453,0.052,-0.302,0.999,0.441,-0.095,19h15m24.30s,+40d41m33.3s,13.976,"CANDIDATE,CANDIDATE"
6517064,000000000000000000000000000000009b5c6cba03ccd59bccd4f254a819c0a4,,CANDIDATE,CANDIDATE,,181.81214,0.008056,-0.008056,144.6702,0.0298,-0.0298,0.3694,0.0824,-0.3693,16.164,0.949,-0.949,474.6,42.3,-42.3,2.04,0.83,-0.18,324.0,2.6,3.08,-0.69,21.3,1.0,q1_q16_tce,6060.0,154.0,-189.0,4.509,0.04,-0.297,0.925,0.375,-0.081,19h20m37.99s,+41d59m23.2s,14.94,"CANDIDATE,CANDIDATE"
6517200,0000000000000000000000000000000005c3543c43718dd70185ea5143bd2d58,,CANDIDATE,CANDIDATE,,435.50635,0.03899,-0.03899,267.6857,0.0727,-0.0727,0.1452,0.2898,-0.1451,34.16,2.1,-2.1,553.8,65.9,-65.9,2.06,0.72,-0.15,225.0,0.61,0.63,-0.15,8.2,1.0,q1_q16_tce,5750.0,161.0,-164.0,4.538,0.027,-0.258,0.882,0.308,-0.066,19h20m48.16s,+41d56m46.6s,15.667,"CANDIDATE,CANDIDATE"
5529385,00000000000000000000000000000000e03d2b09bd0100c981bee75887083011,,CANDIDATE,CANDIDATE,,215.732414,0.005771,-0.005771,294.363,0.0109,-0.0109,0.4046,0.1079,-0.4046,1.915,0.425,-0.425,208.2,48.3,-48.3,1.26,0.55,-0.15,292.0,1.72,2.27,-0.49,7.3,1.0,q1_q16_tce,5790.0,164.0,-135.0,4.479,0.083,-0.284,0.856,0.379,-0.097,19h21m44.38s,+40d46m38.1s,13.372,"CANDIDATE,CANDIDATE"
2019199,00000000000000000000000000000000bf7202c76fb3b9b683a4af95609e8ee9,,CANDIDATE,CANDIDATE,,579.81521,0.01732,-0.01732,343.5587,0.0284,-0.0284,0.8425,0.034,-0.5902,5.43,3.3,-3.3,607.0,117.0,-117.0,2.71,1.06,-0.29,218.0,0.53,0.62,-0.15,7.9,1.0,q1_q16_tce,5822.0,160.0,-170.0,4.449,0.07,-0.27,0.969,0.377,-0.106,19h29m56.69s,+37d24m15.6s,14.473,"CANDIDATE,CANDIDATE"
2437653,00000000000000000000000000000000abf4573b0724a0b22950a5dbeea133f6,,CANDIDATE,CANDIDATE,,84.6405853,0.0009678,-0.0009678,183.17243,0.00971,-0.00971,0.2541,0.2141,-0.254,2.657,0.306,-0.306,784.0,117.0,-117.0,1.72,0.14,-0.18,271.0,1.27,0.41,-0.36,8.2,1.0,q1_q16_tce,4386.0,130.0,-129.0,4.629,0.057,-0.027,0.63,0.052,-0.064,19h20m57.85s,+37d47m06.8s,15.16,"CANDIDATE,CANDIDATE"
4471313,0000000000000000000000000000000070d38c3141b585c1dd378ea304a7954c,,CANDIDATE,CANDIDATE,,110.089267,0.002362,-0.002362,174.2529,0.0179,-0.0179,0.2852,0.1965,-0.2849,1.575,0.478,-0.478,1018.0,245.0,-245.0,2.4,0.83,-0.18,322.0,2.54,2.84,-0.63,5.6,1.0,q1_q16_tce,5465.0,214.0,-172.0,4.6,0.031,-0.2,0.75,0.261,-0.056,19h34m02.82s,+39d31m41.8s,15.792,"CANDIDATE,CANDIDATE"
4484179,00000000000000000000000000000000669de82053c3543e9638df7b23414de7,,CANDIDATE,CANDIDATE,,385.29212,0.01484,-0.01484,440.5319,0.0237,-0.0237,0.0118,0.4231,-0.0116,19.417,0.611,-0.611,218.5,17.5,-17.5,1.57,0.52,-0.23,290.0,1.68,1.62,-0.6,15.1,1.0,q1_q16_tce,6440.0,171.0,-194.0,4.355,0.126,-0.236,1.053,0.347,-0.156,19h45m41.45s,+39d34m45.8s,13.086,"CANDIDATE,CANDIDATE"
5650930,00000000000000000000000000000000ffbd6ece5254c718b1ba2256868eed94,,CANDIDATE,CANDIDATE,,455.195496,0.006771,-0.006771,312.331,0.0101,-0.0101,0.054,0.3858,-0.0539,3.565,0.273,-0.273,293.6,38.9,-38.9,2.09,0.96,-0.33,290.0,1.67,2.26,-0.62,8.0,1.0,q1_q16_tce,6478.0,158.0,-199.0,4.29,0.128,-0.267,1.209,0.557,-0.189,19h57m08.01s,+40d50m03.8s,12.376,"CANDIDATE,CANDIDATE"
2861298,0000000000000000000000000000000009ee8b5c2f4372ebfde6cc5dc0bf3b66,,CANDIDATE,CANDIDATE,,581.729006,0.009361,-0.009361,341.09187,0.00935,-0.00935,0.2236,0.2434,-0.2235,6.647,0.41,-0.41,186.7,20.9,-20.9,2.74,1.38,-1.24,308.0,2.12,3.38,-1.56,8.6,1.0,q1_q16_tce,5765.0,202.0,-173.0,3.837,0.458,-0.264,2.005,1.008,-0.907,19h33m16.47s,+38d00m19.7s,12.362,"CANDIDATE,CANDIDATE"
5857656,0000000000000000000000000000000016b48a783d08346530506ec5cd6a2050,,CANDIDATE,CANDIDATE,,313.051405,0.002137,-0.002137,408.62595,0.00415,-0.00415,0.2093,0.2087,-0.2093,10.969,0.146,-0.146,594.9,17.0,-17.0,2.91,1.8,-0.41,310.0,2.2,4.13,-0.77,39.5,1.0,q1_q16_tce,6218.0,147.0,-187.0,4.322,0.107,-0.335,1.185,0.735,-0.167,18h58m38.45s,+41d06m32.2s,12.842,"CANDIDATE,CANDIDATE"
3001955,000000000000000000000000000000002f86e50bf389d8f389abad492839ed59,,CANDIDATE,CANDIDATE,,348.96347,0.03016,-0.03016,184.8658,0.0543,-0.0543,0.6924,0.2629,-0.4629,13.84,2.6,-2.6,585.2,97.3,-97.3,2.04,0.18,-0.11,198.0,0.36,0.13,-0.07,11.8,1.0,q1_q16_tce,4823.0,154.0,-124.0,4.564,0.027,-0.063,0.792,0.073,-0.042,19h36m20.28s,+38d09m22.7s,15.325,"CANDIDATE,CANDIDATE"
4761427,000000000000000000000000000000007384bbdf26d14ed52e18e6f34dc94812,,CANDIDATE,CANDIDATE,,327.063,0.01666,-0.01666,438.3693,0.0299,-0.0299,0.3983,0.0519,-0.3983,8.06,1.8,-1.8,1006.0,181.0,-181.0,2.82,1.06,-0.22,248.0,0.89,1.0,-0.22,8.8,1.0,q1_q16_tce,5750.0,166.0,-177.0,4.538,0.028,-0.273,0.882,0.331,-0.068,19h42m30.19s,+39d49m28.7s,15.941,"CANDIDATE,CANDIDATE"
4770798,00000000000000000000000000000000360b00837a95c9c677a416640ded75a3,,CANDIDATE,CANDIDATE,,651.07431,0.01577,-0.01577,216.3882,0.0224,-0.0224,0.0343,0.4067,-0.0341,5.603,0.625,-0.625,153.7,26.2,-26.2,1.55,0.59,-0.35,234.0,0.71,0.81,-0.32,7.1,1.0,q1_q16_tce,5696.0,156.0,-148.0,4.218,0.207,-0.219,1.261,0.482,-0.28,19h50m02.21s,+39d53m16.9s,12.524,"CANDIDATE,CANDIDATE"
5965629,00000000000000000000000000000000264eafcd5c93c13fb38b5d526147c5a9,,CANDIDATE,CANDIDATE,,377.311149,0.007296,-0.007296,411.6189,0.0139,-0.0139,0.3818,0.0611,-0.3818,3.33,0.467,-0.467,804.0,140.0,-140.0,2.56,1.08,-0.21,243.0,0.83,1.06,-0.21,8.3,1.0,q1_q16_tce,5897.0,169.0,-179.0,4.531,0.031,-0.303,0.891,0.378,-0.071,19h33m51.28s,+41d17m27.4s,15.495,"CANDIDATE,CANDIDATE"
6939913,000000000000000000000000000000006024be7e7abf98fdbd8c39b796007e02,,CANDIDATE,CANDIDATE,,470.65357,0.01034,-0.01034,173.647,0.0186,-0.0186,0.1585,0.3081,-0.1585,3.458,0.867,-0.867,985.0,185.0,-185.0,2.99,1.21,-0.27,238.0,0.75,0.9,-0.21,8.3,1.0,q1_q16_tce,6039.0,156.0,-198.0,4.493,0.044,-0.293,0.951,0.386,-0.087,19h16m10.97s,+42d26m48.3s,15.07,"CANDIDATE,CANDIDATE"
6021840,000000000000000000000000000000007ae1db280cf71d50651284e69c91abc1,,CANDIDATE,CANDIDATE,,367.6758,0.03193,-0.03193,370.244,0.0551,-0.0551,0.0213,0.4275,-0.021,23.5,1.4,-1.4,699.5,70.9,-70.9,2.77,1.42,-0.26,271.0,1.27,1.93,-0.37,14.0,1.0,q1_q16_tce,6140.0,156.0,-220.0,4.455,0.043,-0.329,1.048,0.537,-0.098,18h54m03.74s,+41d20m08.9s,15.343,"CANDIDATE,CANDIDATE"
3356156,0000000000000000000000000000000088e81cf5f82ee1367a2172189fa310ba,,CANDIDATE,CANDIDATE,,624.90338,0.01789,-0.01789,241.5869,0.0199,-0.0199,0.0703,0.3814,-0.0702,12.169,0.707,-0.707,249.0,24.7,-24.7,2.77,1.9,-0.5,320.0,2.48,5.49,-1.11,10.6,1.0,q1_q16_tce,7089.0,213.0,-337.0,4.148,0.11,-0.391,1.729,1.193,-0.31,19h39m27.39s,+38d28m48.7s,13.62,"CANDIDATE,CANDIDATE"
3428127,00000000000000000000000000000000f623af1d090359d643dfe588117f9123,,CANDIDATE,CANDIDATE,,339.18998,0.01434,-0.01434,300.2366,0.029,-0.029,0.2222,0.2486,-0.2221,5.117,0.597,-0.597,822.0,124.0,-124.0,2.75,1.09,-0.38,253.0,0.96,1.2,-0.32,7.6,1.0,q1_q16_tce,5544.0,192.0,-159.0,4.402,0.12,-0.256,0.966,0.385,-0.133,19h06m21.78s,+38d33m29.9s,15.278,"CANDIDATE,CANDIDATE"
3441795,00000000000000000000000000000000ce13e67460aa1c10386694a5134694ba,,CANDIDATE,CANDIDATE,,349.73652,0.01162,-0.01162,268.2946,0.0192,-0.0192,0.0074,0.4518,-0.0073,3.428,0.722,-0.722,886.0,169.0,-169.0,2.32,0.68,-0.17,216.0,0.52,0.47,-0.12,6.0,1.0,q1_q16_tce,5310.0,173.0,-142.0,4.582,0.025,-0.188,0.796,0.234,-0.057,19h23m47.63s,+38d33m57.3s,15.466,"CANDIDATE,CANDIDATE"
4915582,00000000000000000000000000000000552f0ba0dd421097677048d88208ae8e,,CANDIDATE,CANDIDATE,,436.18813,0.0255,-0.0255,185.8184,0.0492,-0.0492,0.0998,0.3626,-0.0997,11.35,1.4,-1.4,118.0,16.5,-16.5,1.64,0.7,-0.45,331.0,2.84,3.55,-1.53,8.7,1.0,q1_q16_tce,6499.0,174.0,-204.0,4.084,0.261,-0.231,1.497,0.635,-0.414,19h17m25.34s,+40d04m06.1s,13.026,"CANDIDATE,CANDIDATE"
6034834,00000000000000000000000000000000651b5845b743737af17133ab6bb8101c,,CANDIDATE,CANDIDATE,,371.56492,0.0139,-0.0139,259.8491,0.0316,-0.0316,0.2626,0.194,-0.2625,14.736,0.697,-0.697,375.5,33.2,-33.2,1.89,0.82,-0.35,259.0,1.06,1.39,-0.43,16.2,1.0,q1_q16_tce,5735.0,172.0,-138.0,4.351,0.183,-0.272,0.972,0.422,-0.183,19h17m22.84s,+41d21m53.2s,14.058,"CANDIDATE,CANDIDATE"
6038152,000000000000000000000000000000000fa48f4a576adbec3f05ffb6779581e1,,CANDIDATE,CANDIDATE,,364.63189,0.02708,-0.02708,145.6294,0.0717,-0.0717,0.4524,0.0269,-0.4497,22.93,2.5,-2.5,302.8,28.3,-28.3,2.06,1.13,-0.24,298.0,1.86,3.05,-0.6,13.3,1.0,q1_q16_tce,6446.0,162.0,-226.0,4.381,0.067,-0.317,1.155,0.632,-0.135,19h21m35.67s,+41d21m05.6s,14.425,"CANDIDATE,CANDIDATE"
3540873,00000000000000000000000000000000340562ddf6d269a9594d3fb32744d35d,,CANDIDATE,CANDIDATE,,444.04257,0.02842,-0.02842,334.6734,0.0399,-0.0399,0.062,0.3936,-0.062,10.9,1.1,-1.1,417.4,63.7,-63.7,1.48,0.47,-0.08,211.0,0.47,0.43,-0.1,7.4,1.0,q1_q16_tce,5776.0,167.0,-149.0,4.622,0.026,-0.199,0.726,0.228,-0.042,19h21m25.15s,+38d40m21.1s,14.795,"CANDIDATE,CANDIDATE"
3548645,00000000000000000000000000000000a50ed0c2957f9e8d87cd4808735a6fae,,CANDIDATE,CANDIDATE,,211.330867,0.007469,-0.007469,244.953,0.0339,-0.0339,0.055,0.4073,-0.0549,4.66,1.2,-1.2,531.0,103.0,-103.0,2.09,0.7,-0.18,300.0,1.92,1.9,-0.54,7.5,1.0,q1_q16_tce,5941.0,172.0,-213.0,4.519,0.036,-0.25,0.911,0.303,-0.08,19h29m55.42s,+38d39m14.8s,15.27,"CANDIDATE,CANDIDATE"
6115356,000000000000000000000000000000007dc843ad19d010aeff0b6b8dcfa6c4e3,,CANDIDATE,CANDIDATE,,380.39474,0.02229,-0.02229,502.2332,0.0222,-0.0222,0.1094,0.3546,-0.1091,10.775,0.955,-0.955,603.0,68.5,-68.5,1.84,0.8,-0.12,224.0,0.6,0.79,-0.13,8.6,1.0,q1_q16_tce,5772.0,180.0,-146.0,4.608,0.027,-0.272,0.745,0.325,-0.047,19h16m48.04s,+41d25m50.7s,15.326,"CANDIDATE,CANDIDATE"
6198670,00000000000000000000000000000000803735a73dd7a2cc55c9e6a5248e8314,,CANDIDATE,CANDIDATE,,179.25465,0.02287,-0.02287,154.3773,0.0953,-0.0953,0.1755,0.2656,-0.1753,22.35,3.2,-3.2,272.4,33.9,-33.9,1.35,0.63,-0.15,301.0,1.94,2.8,-0.55,9.9,1.0,q1_q16_tce,5692.0,181.0,-148.0,4.496,0.082,-0.291,0.82,0.383,-0.09,19h19m18.50s,+41d31m29.3s,15.142,"CANDIDATE,CANDIDATE"
5166811,000000000000000000000000000000004cac158bb3a927a66408beb36dfbfc4b,,CANDIDATE,CANDIDATE,,370.05918,0.02027,-0.02027,311.474,0.0452,-0.0452,0.0166,0.4255,-0.0166,11.86,1.3,-1.3,669.8,90.4,-90.4,1.9,0.44,-0.15,206.0,0.43,0.31,-0.1,8.6,1.0,q1_q16_tce,5228.0,176.0,-141.0,4.592,0.031,-0.132,0.751,0.173,-0.058,18h57m51.80s,+40d18m53.8s,15.612,"CANDIDATE,CANDIDATE"
3834728,00000000000000000000000000000000a11cc0370f9b9204d4b7bdfaaa3e7ee5,,CANDIDATE,CANDIDATE,,359.98653,0.01209,-0.01209,352.5338,0.0283,-0.0283,0.3719,0.0874,-0.3718,3.866,0.86,-0.86,671.0,141.0,-141.0,1.76,0.29,-0.13,200.0,0.38,0.19,-0.09,5.6,1.0,q1_q16_tce,5171.0,154.0,-138.0,4.626,0.037,-0.083,0.677,0.11,-0.051,19h04m55.76s,+38d59m30.3s,15.155,"CANDIDATE,CANDIDATE"
5184144,000000000000000000000000000000000b31268a3e271139954a08f8e49f35e3,,CANDIDATE,CANDIDATE,,314.765374,0.005622,-0.005622,283.1235,0.018,-0.018,0.158,0.3571,-0.158,3.325,0.75,-0.75,732.0,161.0,-161.0,2.0,0.46,-0.15,217.0,0.53,0.37,-0.13,7.5,1.0,q1_q16_tce,5228.0,176.0,-142.0,4.6,0.028,-0.137,0.755,0.171,-0.057,19h23m44.25s,+40d21m29.4s,15.578,"CANDIDATE,CANDIDATE"
6359881,00000000000000000000000000000000e21d0acd6d4c3c4dfe679d21e56f0dfa,,CANDIDATE,CANDIDATE,,474.22897,0.03071,-0.03071,161.0544,0.0507,-0.0507,0.1936,0.2733,-0.1936,13.05,1.7,-1.7,475.2,79.7,-79.7,2.0,0.77,-0.15,225.0,0.6,0.68,-0.15,7.2,1.0,q1_q16_tce,5818.0,157.0,-197.0,4.523,0.028,-0.284,0.925,0.355,-0.069,19h21m31.74s,+41d45m26.7s,15.322,"CANDIDATE,CANDIDATE"
6359929,000000000000000000000000000000004f39326ad050f3a80c6c2dfd6d7a137e,,CANDIDATE,CANDIDATE,,371.50631,0.01167,-0.01167,260.1243,0.0196,-0.0196,0.0156,0.4519,-0.0155,8.854,0.8,-0.8,992.0,108.0,-108.0,2.88,1.17,-0.26,242.0,0.8,0.99,-0.2,14.1,1.0,q1_q16_tce,5696.0,166.0,-162.0,4.491,0.049,-0.283,0.924,0.376,-0.082,19h21m35.51s,+41d45m02.8s,15.392,"CANDIDATE,CANDIDATE"
9274092,00000000000000000000000000000000694a217771f307ca4e24396bd373bef8,,CANDIDATE,CANDIDATE,,426.942225,0.007556,-0.007556,485.38171,0.00819,-0.00819,0.2981,0.1556,-0.2981,3.965,0.423,-0.423,1209.0,152.0,-152.0,2.32,0.33,-0.18,187.0,0.29,0.14,-0.07,11.8,1.0,q1_q16_tce,5126.0,152.0,-139.0,4.623,0.042,-0.071,0.669,0.097,-0.052,19h15m09.57s,+45d43m38.9s,15.218,"CANDIDATE,CANDIDATE"
9292100,000000000000000000000000000000004b2b1388bb21b9e61907bcdb31a4b8d6,,CANDIDATE,CANDIDATE,,91.507044,0.001381,-0.001381,184.2723,0.0132,-0.0132,0.1665,0.2766,-0.1665,5.019,0.326,-0.326,539.0,56.1,-56.1,1.43,5.41,-0.11,302.0,1.97,49.96,-0.48,12.4,1.0,q1_q16_tce,5040.0,183.0,-143.0,4.635,0.056,-1.207,0.626,2.363,-0.05,19h44m13.60s,+45d46m11.1s,14.969,"CANDIDATE,CANDIDATE"
9300066,00000000000000000000000000000000191693979f2d8dcbfe8fa878820d1f79,,CANDIDATE,CANDIDATE,,188.664098,0.006656,-0.006656,154.3037,0.0193,-0.0193,0.2033,0.2435,-0.2032,5.179,0.617,-0.617,960.0,138.0,-138.0,2.02,0.26,-0.19,232.0,0.68,0.29,-0.19,9.4,1.0,q1_q16_tce,4788.0,152.0,-134.0,4.599,0.059,-0.053,0.672,0.084,-0.065,19h53m32.69s,+45d45m51.2s,15.545,"CANDIDATE,CANDIDATE"
10191449,00000000000000000000000000000000f64822bee05ed75ba2b3204f3bffc6e7,,CANDIDATE,CANDIDATE,,492.23808,0.01382,-0.01382,247.5842,0.0184,-0.0184,0.0198,0.3974,-0.0198,12.53,0.706,-0.706,676.8,66.3,-66.3,2.19,0.91,-0.17,209.0,0.45,0.56,-0.1,13.2,1.0,q1_q16_tce,5609.0,159.0,-149.0,4.546,0.03,-0.285,0.854,0.352,-0.067,18h56m22.20s,+47d15m05.0s,15.502,"CANDIDATE,CANDIDATE"
8507586,00000000000000000000000000000000e5357ea792607a420d725ce9836b6c72,,CANDIDATE,CANDIDATE,,201.621794,0.007555,-0.007555,261.7721,0.0269,-0.0269,0.1779,0.3135,-0.1778,3.172,0.669,-0.669,480.0,109.0,-109.0,2.02,0.81,-0.2,309.0,2.14,2.54,-0.6,6.8,1.0,q1_q16_tce,5919.0,167.0,-175.0,4.483,0.057,-0.28,0.923,0.367,-0.093,19h44m45.89s,+44d32m31.6s,15.169,"CANDIDATE,CANDIDATE"
9334027,00000000000000000000000000000000d1a5ba2ee3f55f1541ada3f8e997016a,,CANDIDATE,CANDIDATE,,284.699924,0.004635,-0.004635,257.6791,0.0149,-0.0149,0.3145,0.1587,-0.3144,3.709,0.826,-0.826,371.1,80.4,-80.4,2.0,0.84,-0.21,293.0,1.74,2.14,-0.52,7.6,1.0,q1_q16_tce,6054.0,156.0,-193.0,4.425,0.065,-0.285,1.028,0.432,-0.109,19h12m07.07s,+45d48m00.4s,14.403,"CANDIDATE,CANDIDATE"
7690782,00000000000000000000000000000000a42025c8071a12c4091df8b162e513e0,,CANDIDATE,CANDIDATE,,428.379308,0.009399,-0.009399,522.3881,0.0118,-0.0118,0.7102,0.0274,-0.5127,4.066,0.465,-0.465,386.6,55.0,-55.0,2.0,0.96,-0.32,236.0,0.74,1.08,-0.27,7.4,1.0,q1_q16_tce,5574.0,172.0,-138.0,4.381,0.152,-0.298,0.953,0.454,-0.155,19h38m02.47s,+43d19m20.3s,14.105,"CANDIDATE,CANDIDATE"
8547213,000000000000000000000000000000003da3f4aa848f6e605595d4befcc36a4f,,CANDIDATE,CANDIDATE,,392.72811,0.03037,-0.03037,371.411,0.0461,-0.0461,0.4505,0.074,-0.4188,12.48,1.4,-1.4,499.7,54.8,-54.8,1.85,0.84,-0.15,226.0,0.62,0.85,-0.15,12.0,1.0,q1_q16_tce,5701.0,165.0,-142.0,4.558,0.035,-0.295,0.815,0.368,-0.066,19h04m26.96s,+44d39m27.3s,15.033,"CANDIDATE,CANDIDATE"
8547537,000000000000000000000000000000002a081a1b878c0f82c17cd7b93e3f1b1c,,CANDIDATE,CANDIDATE,,374.05697,0.02385,-0.02385,177.0559,0.0259,-0.0259,0.1026,0.37,-0.1025,22.53,1.7,-1.7,961.1,80.0,-80.0,2.34,0.57,-0.17,209.0,0.45,0.34,-0.1,20.6,1.0,q1_q16_tce,5302.0,178.0,-144.0,4.595,0.027,-0.151,0.771,0.185,-0.058,19h05m09.95s,+44d39m31.6s,15.583,"CANDIDATE,CANDIDATE"
8548454,000000000000000000000000000000002f94acf99b351076d3e97651cdb27150,,CANDIDATE,CANDIDATE,,339.633833,0.008837,-0.008837,260.9552,0.0163,-0.0163,0.111,0.313,-0.1109,8.859,0.553,-0.553,517.8,49.6,-49.6,2.04,0.86,-0.17,250.0,0.93,1.16,-0.23,12.0,1.0,q1_q16_tce,5823.0,154.0,-167.0,4.522,0.033,-0.302,0.901,0.382,-0.074,19h07m13.36s,+44d38m23.5s,14.699,"CANDIDATE,CANDIDATE"
